id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,dichTen
41320,Women,Apparel,Bottomwear,Leggings,Rust,Summer,2012.0,Casual,Aurelia Women Rust Leggings,Quần legging màu gỉ sét Aurelia dành cho nữ
25915,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012.0,Casual,Femella Women Grey Leggings,Quần legging màu xám Femella dành cho nữ
23046,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Casual,Arrow Woman Black Printed Jeggings,Quần legging in họa tiết màu đen Arrow Woman
17619,Girls,Apparel,Bottomwear,Leggings,White,Fall,2011.0,Casual,Doodle Girls Lace Bow White Leggings,Quần legging trắng thắt nơ ren Doodle Girls
28878,Women,Apparel,Bottomwear,Leggings,Lavender,Summer,2012.0,Casual,BIBA OUTLET Women Lavender Leggings,Quần legging nữ màu tím oải hương BIBA OUTLET
39326,Girls,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Leggings,Quần legging đen dành cho bé gái Gini và Jony
12159,Women,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Ethnic,Aurelia Women Solid Red Leggings,Quần legging nữ Aurelia màu đỏ trơn
11099,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Ethnic,Scullers Women Solid Black Leggings,Quần legging nữ màu đen trơn hiệu Scullers
22466,Women,Apparel,Bottomwear,Leggings,Cream,Fall,2011.0,Casual,Myntra Women Cream Patiala Salwar,Quần Patiala Salwar màu kem dành cho nữ của Myntra
38933,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Leggings,Quần legging màu hồng dành cho bé gái Gini và Jony
57922,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2010.0,Casual,Femella Women Purple Leggings,Quần legging màu tím Femella dành cho nữ
57925,Women,Apparel,Bottomwear,Leggings,Charcoal,Fall,2012.0,Casual,Femella Women Charcoal Leggings,Quần legging màu than chì Femella dành cho nữ
43589,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris,Quần lửng màu hồng cạp chun cho bé gái Gini và Jony
57099,Women,Apparel,Bottomwear,Capris,Purple,Summer,2012.0,Casual,Elle Women Purple Capris,Quần lửng màu tím Elle dành cho nữ
27014,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Capris,"21 Phụ Nữ Ghen Tị, Quần Capri Xanh Giặt"
43077,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Sports,Nike Womens Grey Capris,Quần lửng nữ Nike màu xám
57205,Women,Apparel,Bottomwear,Capris,White,Fall,2012.0,Casual,Kraus Jeans Women White Capris,Quần lửng Kraus Jeans dành cho nữ màu trắng
57096,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Elle Women Blue Chambray Capris,Quần lửng vải chambray xanh dương hiệu Elle dành cho nữ
46733,Girls,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Navy Blue Capris,Quần lửng màu xanh hải quân dành cho bé gái Gini và Jony
28461,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Urban Yoga Women Black Capris,Quần lửng đen Urban Yoga dành cho nữ
41975,Girls,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Gini and Jony Girls White Pedal Pusher,Gini và Jony Girls White Pedal Pusher
15484,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP  Black Capris,Quần lửng nữ Puma TP màu đen
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011.0,Casual,Forever New Women's Short Black Skirt,Chân váy ngắn màu đen dành cho nữ của Forever New
12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Ant Kids Pleated Black Skirts,Váy xếp ly màu đen Ant Kids
30925,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Ghera Skirt,Váy Ghera in họa tiết màu đen dành cho nữ của Fabindia
27199,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Doodle Kids Girl Printed Grey Skirt,Váy in họa tiết màu xám cho bé gái Doodle Kids
40433,Women,Apparel,Bottomwear,Skirts,Multi,Summer,2012.0,Casual,Tonga Women Multi Colored Skirt,Váy nhiều màu của phụ nữ Tonga
41003,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt,Váy dệt màu xanh dương dành cho bé gái Gini và Jony
10654,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts,"Váy denim Doodle Girl có thắt lưng, váy màu xanh dương."
47658,Women,Apparel,Bottomwear,Skirts,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Skirt,Váy Femella màu tím và đen dành cho nữ
34148,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Washed Blue Skirt,Váy xanh nhạt dành cho bé gái Gini và Jony
57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,Váy xanh Elle dành cho nữ
8493,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Forever New Women Black Skirts,Váy đen Forever New dành cho nữ
30923,Women,Apparel,Bottomwear,Skirts,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Skirt,Váy in họa tiết màu mù tạt dành cho nữ của Fabindia
34493,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Van Heusen Woman Grey Skirt,Váy xám nữ Van Heusen
46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt,Váy hồng của Gini và Jony dành cho bé gái
30929,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Skirt,Váy xám nữ Fabindia
44646,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Arrow Woman Black Skirt,Váy đen của Arrow Woman
18710,Women,Apparel,Bottomwear,Skirts,Tan,Fall,2011.0,Casual,Arrow Woman Printed Tan Skirt,Váy màu be in họa tiết Arrow Woman
5586,Girls,Apparel,Bottomwear,Skirts,Brown,Summer,2011.0,Casual,Ant Kids Girl's Tiger Print Kidswear,Quần áo trẻ em in hình hổ dành cho bé gái hiệu Ant Kids
4930,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Vanida Blue Dungree Infant Kidswear,Quần yếm trẻ em màu xanh Vanida của Gini và Jony dành cho bé gái.
40432,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Tonga Women Black Skirt,Váy đen dành cho phụ nữ Tonga
57996,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Latin Quarters Women Black Dress,Váy đen dành cho nữ khu phố Latinh
31128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Teal Dress,Váy in họa tiết màu xanh ngọc cho bé gái Gini và Jony
31126,Girls,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Gini and Jony Girls White Dress,Váy trắng của Gini và Jony dành cho bé gái
57991,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Váy xanh dành cho nữ khu phố Latinh
44643,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Arrow Woman Black Dress,Váy đen Arrow Woman
25907,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Purple Dress,Đầm tím Femella dành cho nữ
34565,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Váy đen in họa tiết dành cho phụ nữ Tonga
43513,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,French Connection Women Orange Dress,Đầm cam dành cho nữ hiệu French Connection
43586,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Saloppette,Gini và Jony Girls Blue Saloppette
33969,Women,Apparel,Dress,Dresses,Black,Spring,2012.0,Party,Femella Women Black Dress,Đầm đen Femella dành cho nữ
38828,Women,Apparel,Dress,Dresses,Teal,Summer,2012.0,Casual,Latin Quarters Women Teal Dress,Váy màu xanh ngọc dành cho nữ khu phố Latinh
59996,Women,Apparel,Dress,Dresses,Purple,Summer,2014.0,Casual,Avirate Black & Purple Dress,Váy Avirate màu đen và tím
43646,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,ONLY Women Blue Dress,Váy xanh dành riêng cho nữ
43510,Women,Apparel,Dress,Dresses,Maroon,Fall,2012.0,Casual,French Connection Women Maroon Knitted Dress,Đầm dệt kim màu đỏ tía dành cho nữ của French Connection
24929,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Navy Blue Dress,Đầm màu xanh hải quân cho bé gái của United Colors of Benetton
57053,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Elle Pink Vintage Dress,Váy vintage màu hồng Elle
27196,Girls,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,Doodle Girls Yellow Dress,Váy vàng của Doodle Girls
59973,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2012.0,Casual,Avirate Women Navy Blue Dress,Đầm màu xanh hải quân Avirate dành cho nữ
43637,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Vero Moda Women Pink Dress,Đầm hồng Vero Moda dành cho nữ
39716,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Arrow Woman Women Blue Dress,Váy xanh dương dành cho nữ của Arrow Woman
34598,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Váy đen in họa tiết dành cho phụ nữ Tonga
58493,Women,Apparel,Dress,Dresses,Grey,Fall,2012.0,Casual,Tonga Women Grey Dress,Váy xám dành cho phụ nữ Tonga
47675,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Animal Printed Dress,Đầm in họa tiết động vật màu đen Femella dành cho nữ
58425,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,AND by Anita Dongre Women Grey Dress,Đầm xám nữ của Anita Dongre
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Váy dự tiệc màu hồng cho bé gái Doodle Kids
33970,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Femella Women Navy Blue Dress,Đầm màu xanh hải quân Femella dành cho nữ
43919,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Femella Women Navy Blue Printed Dress,Đầm in họa tiết màu xanh hải quân Femella dành cho nữ
25908,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Femella Women Red Dress,Váy đỏ dành cho nữ
49631,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Mineral Cream Dress,Váy kem khoáng chất
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Forever New Women Pink Sleeveless Dress,Đầm hồng không tay Forever New dành cho nữ
41302,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Blue Saloppette,Gini và Jony Girls Blue Saloppette
38844,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Latin Quarters Women Black & White Printed Dress,Đầm in họa tiết đen trắng dành cho nữ của Latin Quarters
59981,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate  Black & Purple Women Dress,Đầm Avirate màu đen và tím dành cho nữ
57998,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Váy xanh dành cho nữ khu phố Latinh
33503,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Đầm trắng in họa tiết Doodle Kids dành cho bé gái
43672,Women,Apparel,Dress,Dresses,Peach,Summer,2012.0,Casual,ONLY Women Peach Dress,Đầm màu đào dành riêng cho nữ
38839,Women,Apparel,Dress,Dresses,Olive,Summer,2012.0,Casual,Latin Quarters Women Black Printed Dress,Đầm in họa tiết đen dành cho nữ khu phố Latin
27197,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Pink Dress,Váy hồng cho bé gái Doodle Kids
43694,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress,Váy màu xanh hải quân của Doodle Girls
47676,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Animal Print Dress,Đầm in họa tiết động vật màu đen Femella dành cho nữ
41570,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,AND Women Pink Dress,Váy hồng dành cho nữ
25966,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Femella Women Brown Dress,Đầm nâu Femella dành cho nữ
26974,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Printed Dress,Đầm in họa tiết màu hồng Jealous 21 dành cho nữ
57989,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Váy xanh dành cho nữ khu phố Latinh
38841,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Latin Quarters Women Brown Check Dress,"Đầm kẻ caro nâu dành cho nữ, khu Latin Quarters"
52131,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Printed Dress,Váy in họa tiết màu xanh dương của Doodle Girls
13310,Women,Apparel,Dress,Dresses,White,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid White Dresses,Váy trắng trơn cho bé gái Gini and Jony Kids
52162,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Striped Tank Dress,Đầm tank top kẻ sọc đen Femella dành cho nữ
8479,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Forever New Women Blossom Silk Cream Dress,Đầm lụa màu kem Blossom của Forever New dành cho nữ.
59967,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Women Black Dress,Váy đen Avirate dành cho nữ
4936,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Infants Kidswear,Bộ quần áo trẻ em Veata màu trắng đen hồng của Gini và Jony dành cho bé gái.
58494,Women,Apparel,Dress,Dresses,Purple,Fall,2012.0,Casual,Tonga Women Purple Dress,Váy tím dành cho phụ nữ Tonga
34473,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Van Heusen Woman Navy Blue Dress,Váy xanh hải quân của phụ nữ Van Heusen
32576,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,ONLY Women Orange Party Dress,Đầm dự tiệc màu cam dành riêng cho nữ.
40412,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Plum Dress,Váy mận của phụ nữ Tonga
38832,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Latin Quarters Women White & Pink Printed Dress,Đầm in họa tiết trắng hồng dành cho nữ của Latin Quarters
8480,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Forever New Women Magnolia Cream Dress,Đầm Magnolia màu kem của Forever New dành cho nữ
46277,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,109F Red & White A-Line Dress,Đầm chữ A màu đỏ trắng 109F
33997,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Dress,Đầm tím và đen Femella dành cho nữ
48085,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Women Purple Dress,Đầm tím dành cho nữ của French Connection
48470,Women,Apparel,Dress,Dresses,Teal,Summer,2012.0,Casual,French Connection Teal Dress,Váy màu xanh ngọc của French Connection
8483,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Creme de Menthe Blue Dresses,Đầm Forever New Women Creme de Menthe màu xanh dương
43509,Women,Apparel,Dress,Dresses,Grey Melange,Summer,2012.0,Casual,French Connection Women Grey Melange Dress,Đầm xám melange dành cho nữ của French Connection
59965,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black Dress,Váy đen Avirate
48525,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women White & Blue  Striped Dress,Đầm kẻ sọc trắng xanh dương dành cho nữ của French Connection
48478,Women,Apparel,Dress,Dresses,Beige,Winter,2011.0,Casual,French Connection Women Beige Dress,Đầm màu be dành cho nữ của French Connection
48482,Women,Apparel,Dress,Dresses,Red,Winter,2011.0,Casual,French Connection Women Red Dress,Đầm đỏ nữ hiệu French Connection
18897,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress,Váy xanh trơn của Arrow Woman
59978,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Avirate Brown & Grey Check Dress,Váy kẻ caro nâu xám Avirate
41141,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Allen Solly Woman Blue Dress,Váy xanh Allen Solly dành cho nữ
57994,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Latin Quarters Women Brown Printed Dress,"Đầm in họa tiết màu nâu dành cho nữ, khu phố Latin"
58506,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Tonga Women Printed Blue Dress,Váy in họa tiết màu xanh dương dành cho phụ nữ Tonga
58499,Women,Apparel,Dress,Dresses,White,Fall,2012.0,Casual,Tonga White Floral Design Dress,Váy Tonga màu trắng họa tiết hoa
59976,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black Dress,Váy đen Avirate
57050,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Elle Color Clash Purple Dress,Váy tím phối màu Elle
57051,Women,Apparel,Dress,Dresses,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Dress,Váy nhiều màu của Elle dành cho nữ
38997,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Digital Blue Dress,Váy xanh kỹ thuật số dành cho bé gái Gini và Jony
27223,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Kids Girl Printed Blue Dress,Váy in họa tiết màu xanh dương cho bé gái Doodle Kids
47656,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Printed Dress,Đầm in họa tiết đen Femella dành cho nữ
50721,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Váy in họa tiết màu hồng của Doodle Girls
26928,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Váy đen Jealous 21 dành cho nữ
38830,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Latin Quarters Women Navy Blue Printed Dress,Đầm in họa tiết màu xanh hải quân dành cho nữ của Latin Quarters
48463,Women,Apparel,Dress,Dresses,Teal,Summer,2012.0,Casual,French Connection Teal & Brown Printed Dress,Đầm in họa tiết màu xanh ngọc và nâu của French Connection
43676,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,French Connection Women Mint Green Dress,Đầm màu xanh bạc hà dành cho nữ của French Connection
58505,Women,Apparel,Dress,Dresses,Off White,Fall,2012.0,Casual,Tonga Women Printed Brown Dress,Váy in họa tiết màu nâu dành cho phụ nữ Tonga
18167,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,Váy đầm dự tiệc màu tím cho bé gái của Doodle Kids
52123,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Váy in họa tiết màu hồng của Doodle Girls
43627,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,Vero Moda Green Printed Shift Dress,Đầm suông in họa tiết màu xanh lá cây của Vero Moda
27224,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Đầm trắng in họa tiết Doodle Kids dành cho bé gái
48476,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress,Đầm xanh dương dành cho nữ hiệu French Connection
34064,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Teal Dress,Váy in họa tiết màu xanh ngọc cho bé gái Gini và Jony
52125,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Váy in họa tiết màu hồng của Doodle Girls
14197,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,AND Women Solid Black Dresses,VÀ Váy đen trơn dành cho nữ
59909,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Femella Women Blue Dress,Váy xanh Femella dành cho nữ
58520,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Tonga Women Black Dress,Váy đen dành cho phụ nữ Tonga
34588,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Tonga Women Cream Dress,Váy màu kem dành cho phụ nữ Tonga
4932,Women,Apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,Bộ đồ trẻ em Valerie màu xanh trắng của Gini và Jony Girl.
4933,Women,Apparel,Dress,Dresses,Peach,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Kidswear,Bộ đồ trẻ em Valerie Peach White của Gini và Jony Girl
38836,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue Dress,Váy xanh dành cho nữ khu phố Latinh
38838,Women,Apparel,Dress,Dresses,Pink,Fall,2012.0,Casual,Latin Quarters Women Pink & Black Printed Dress,Đầm in họa tiết hồng và đen của Latin Quarters dành cho nữ
15789,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Grey Comfort Briefs,Quần lót nam Facit màu xám thoải mái
28043,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey ELANCE Men Grey Melange Brief 1008,Quần lót Jockey ELANCE nam màu xám pha 1008
53537,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015.0,Casual,Amante Women Pack of 3 Assorted Briefs PFCP12,Bộ 3 quần lót nữ Amante PFCP12 (nhiều màu sắc khác nhau)
27976,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016.0,Casual,Jockey Men Charcoal Zone Stretch Briefs,Quần lót nam Jockey Charcoal Zone Stretch Briefs
28896,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017.0,Casual,Enamor Women Maroon Mid-Rise Bikini Brief,Quần bikini cạp trung màu đỏ tía Enamor dành cho nữ
45633,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Park Avenue Men Navy Blue Swank Brief,Quần lót nam Park Avenue màu xanh hải quân hiệu Swank
28048,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men White Hi-Cut Brief 1008,"Quần lót nam Jockey ELANCE màu trắng, kiểu dáng cạp cao, mã sản phẩm 1008."
53469,Women,Apparel,Innerwear,Briefs,Mauve,Winter,2015.0,Casual,Amante Women Mauve Briefs BCNE11,Tóm tắt Amante nữ màu hoa cà BCNE11
53527,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2018.0,Casual,Amante Women Maroon Lace Briefs PCFR21,"Quần lót ren màu đỏ tía Amante dành cho nữ, mã PCFR21"
25388,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Levis Men Pack of 3 Briefs,"Quần lót Levi's nam, bộ 3 chiếc."
18391,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Undercolors of Benetton Men Pack of 2 White V-Briefs,"Quần lót nam Undercolors Benetton, bộ 2 chiếc, màu trắng, kiểu dáng V-Briefs."
50523,Men,Apparel,Innerwear,Briefs,Black,Winter,2016.0,Casual,Chromozome Men Black Pack of 2 Briefs,"Quần lót nam Chromozome màu đen, bộ 2 chiếc."
57409,Women,Apparel,Innerwear,Briefs,Off White,Winter,2015.0,Casual,Amante Women Off-White Lace Bikini Briefs PGSM02,Quần bikini ren màu trắng ngà Amante dành cho nữ PGSM02
27983,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey ZONE Men Zone Grey Brief US14,"Quần lót nam Jockey ZONE Zone màu xám, size US14."
19486,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Levis Men Jazz Stripes Blue Brief,Quần lót Levi's nam kẻ sọc Jazz màu xanh dương
54608,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Men Blue Briefs 1009,Quần lót nam Jockey ELANCE màu xanh dương 1009
32717,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,,Facit Men Black Brief,Quần lót nam Facit màu đen
25346,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Levis Men Black  Brief,Quần lót nam Levi's màu đen
28895,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Enamor Women Pink Mid-Rise Bikini Brief,Quần bikini cạp trung màu hồng hiệu Enamor dành cho nữ
50916,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Parx Men White Briefs,Quần lót nam Parx màu trắng
50990,Women,Apparel,Innerwear,Briefs,Red,Summer,2017.0,Casual,Enamor Women Red Briefs,Quần lót nữ Enamor màu đỏ
59685,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012.0,Casual,Avirate Grey Boyshort Brief,Quần lót Avirate Grey Boyshort
31415,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Spykar Men Navy Blue Trevor Brief,Quần lót nam Spykar Trevor màu xanh hải quân
47262,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK Underwear Men White & Black Brief,Quần lót nam FCUK màu trắng và đen
28053,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ELANCE Men Navy Blue Pack of 2 Briefs 1009,"Quần lót nam Jockey ELANCE màu xanh hải quân, bộ 2 chiếc, mã sản phẩm 1009"
50480,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Briefs,Quần lót nam Chromozome màu xám
50626,Men,Apparel,Innerwear,Briefs,Grey,Winter,2016.0,Casual,Chromozome Men Grey Briefs,Quần lót nam Chromozome màu xám
45639,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Y Front Brief,Quần lót nam Park Avenue màu trắng kiểu Y-front
59677,Women,Apparel,Innerwear,Briefs,Brown,Summer,2014.0,Casual,Avirate Black & White  Brief,Quần lót đen trắng Avirate
15814,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Stringz Black Briefs,Facit Nam Stringz Quần Sịp Màu Đen
50995,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Trendies Pink Striped Full-Coverage Bra EB37,"Áo ngực Enamor Trendies sọc hồng, che phủ toàn diện EB37"
56278,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Skin Coloured Everyday Support Bra MW 1002,"Áo ngực Biara màu da, hỗ trợ hàng ngày, cỡ MW 1002"
